,c1.xlarge,c3.8xlarge,c4.2xlarge,c4.4xlarge,c4.8xlarge,c5.2xlarge,c5.4xlarge,c5.9xlarge,c5.large,c5.xlarge,c5d.2xlarge,c5d.4xlarge,c5d.9xlarge,c5d.xlarge,g2.2xlarge,g2.8xlarge,g3.4xlarge,i3.2xlarge,i3.4xlarge,i3.8xlarge,i3.xlarge,m3.2xlarge,m3.xlarge,m4.10xlarge,m4.16xlarge,m4.2xlarge,m4.4xlarge,m5.12xlarge,m5.2xlarge,m5.4xlarge,m5.xlarge,m5d.12xlarge,m5d.2xlarge,m5d.4xlarge,m5d.xlarge,p2.8xlarge,p2.xlarge,p3.16xlarge,p3.2xlarge,p3.8xlarge,r3.2xlarge,r3.4xlarge,r3.8xlarge,r4.16xlarge,r4.2xlarge,r4.4xlarge,r4.8xlarge,r4.xlarge,r5.2xlarge,r5.4xlarge,r5.xlarge,r5d.24xlarge,r5d.4xlarge,r5d.xlarge,x1.16xlarge,z1d.6xlarge,z1d.large,z1d.xlarge
2018-09-28 06:00:00+00:00,0.0032500000000000003,0.0026249999999999997,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0,0.0008162499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000771875,0.0007725,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0,0.0008906249999999999,0.00089125,0.0,0.0,0.0,0.0,0.0,0.0014075000000000001,0.0
2018-09-28 07:00:00+00:00,0.0032500000000000003,0.0026249999999999997,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0,0.0008162499999999999,0.0,0.0,0.00106875,0.0,0.0,0.0,0.0,0.000771875,0.0007725,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0,0.0008906249999999999,0.00089125,0.0,0.0,0.0,0.0,0.0,0.0014075000000000001,0.0
2018-09-28 09:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0,0.0008162499999999999,0.0,0.0,0.00106875,0.0,0.0,0.0,0.0,0.000771875,0.0007725,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0,0.0008906249999999999,0.00089125,0.0,0.0,0.0,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 10:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0,0.0008162499999999999,0.0,0.0,0.00106875,0.0,0.0,0.0,0.0,0.000771875,0.0007725,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0008500000000000001,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.00086125,0.0,0.0008906249999999999,0.00089125,0.0,0.0,0.0,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 11:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0,0.00083,0.0,0.0,0.00106875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0008500000000000001,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.00086625,0.0,0.0008906249999999999,0.00089125,0.0,0.0008906249999999999,0.0,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 12:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0008097222222222222,0.00083,0.0,0.0,0.00106875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0008500000000000001,0.01125,0.0,0.019125,0.0,0.019125,0.00415625,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.00086625,0.0,0.0008906249999999999,0.00089125,0.0,0.0008906249999999999,0.00089125,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 13:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0008097222222222222,0.00083,0.0,0.0,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0008728125,0.0008500000000000001,0.01125,0.0,0.019125,0.0,0.019125,0.0008906249999999999,0.00415625,0.00415625,0.0,0.0,0.0,0.0,0.00086625,0.0,0.0008906249999999999,0.00089125,0.0009110416666666667,0.0008906249999999999,0.00089125,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 14:00:00+00:00,0.0032500000000000003,0.000734375,0.0,0.0,0.0,0.0,0.0,0.002125,0.000815,0.00081375,0.000809375,0.0,0.0008097222222222222,0.00083,0.0,0.0,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0008728125,0.0008500000000000001,0.01125,0.0,0.019125,0.0,0.019125,0.0008656250000000001,0.00415625,0.0010890625,0.0,0.0,0.0,0.0,0.00086625,0.0009018750000000001,0.0008906249999999999,0.00089125,0.0009110416666666667,0.0008906249999999999,0.00089125,0.0015630468750000002,0.0,0.0014075000000000001,0.0
2018-09-28 15:00:00+00:00,0.0032500000000000003,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.0008097222222222222,0.0008525,0.00081375,0.000809375,0.0010725,0.0008097222222222222,0.00083,0.001366875,0.0,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.000809625,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0,0.0,0.0008728125,0.0008625000000000001,0.01125,0.0,0.019125,0.0,0.006284375,0.0008906249999999999,0.00415625,0.00109171875,0.0,0.0,0.0,0.0,0.00086625,0.0009018750000000001,0.0008906249999999999,0.0008975000000000001,0.0009110416666666667,0.0008906249999999999,0.00089125,0.0016980468750000001,0.0,0.0014075000000000001,0.0
2018-09-28 16:00:00+00:00,0.0032500000000000003,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.0008097222222222222,0.0008525,0.0009925,0.000815,0.0010725,0.0008275,0.00083,0.0015712500000000002,0.00134078125,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.0008293749999999999,0.0,0.0,0.0,0.0008531249999999999,0.0,0.0,0.0,0.0,0.0,0.0008728125,0.0008625000000000001,0.0040071875,0.0,0.00628046875,0.0,0.006284375,0.0008906249999999999,0.00415625,0.00109171875,0.0,0.0,0.0,0.0,0.0008550000000000001,0.0015425,0.0008906249999999999,0.0008975000000000001,0.0009110416666666667,0.0008906249999999999,0.00089125,0.0016980468750000001,0.0,0.0014075000000000001,0.0
